id,title,game,dateposted
OCR02211,"Electrotherapy","Crush",2011-03-28
OCR02444,"A Tale of the God Slayer","Crystalis",2012-06-04
OCR00731,"Calming the Angry Sea","Crystalis",2002-08-05
OCR00734,"House Leaves","Crystalis",2002-08-10
OCR00471,"CyberRubbish","Cybernoid II: The Revenge",2001-12-01
OCR03228,"AY YO","Cybernoid: The Fighting Machine",2015-09-28
OCR01114,"4F73R M3","Dance Dance Revolution 4th Mix",2004-01-31
OCR01283,"Dazed & Destroyed","Dance Dance Revolution Solo 2000",2004-12-11
OCR01106,"Silver Hawk Legacy","Darius",2004-01-23
OCR02743,"'Round the Bonfire","Dark Cloud",2013-09-16
OCR00857,"La Saia's Resting Place","Dark Cloud",2002-11-28
OCR01359,"Moon Dust","Dark Cloud",2005-05-30
OCR01996,"Before Everything Happened","Dark Cloud 2",2010-03-09
OCR02816,"Fishing Spirit","Dark Cloud 2",2014-01-10
OCR03101,"I Had a Name","Dark Souls",2015-03-11
OCR03481,"Kindle the Soul","Dark Souls",2017-01-12
OCR03354,"Knight and Executioner","Dark Souls",2016-05-17
OCR03086,"The Fall of Artorias","Dark Souls",2015-02-13
OCR03261,"Kodoku","Dark Souls II",2015-11-23
OCR03119,"Like a Dream","Dark Souls II",2015-04-16
OCR03005,"Funky Moles & Trashy Ducks","Darkwing Duck",2014-10-22
OCR01383,"Starman (don't lose yourself)","DarXide",2005-07-29
OCR00881,"Cyborg Blobby","David Crane's A Boy and His Blob: Trouble on Blobolonia",2002-12-21
OCR02117,"Insomniac Skies","DDRMAX Dance Dance Revolution",2010-10-27
OCR00921,"Quest for Conan","Deadly Towers",2003-02-08
OCR02320,"Cover Your Light","Deflektor",2011-11-01
OCR00132,"Laser Dance","Deflektor",2000-09-30
OCR00981,"Space Grind","Delta",2003-05-08
OCR03123,"Metropolis Pt. 3: Scenes from a Demon Realm","Demon's Crest",2015-04-24
OCR00771,"Phalanx (Possessed by Humans)","Demon's Crest",2002-09-13
OCR03238,"Abandoned by God","Demon's Souls",2015-10-14
OCR03043,"Epitaph for Boletaria","Demon's Souls",2014-12-11
OCR03131,"Let Strength Be Granted","Demon's Souls",2015-05-13
OCR02185,"Desktop Dynamite","Dennis",2011-02-16
OCR02347,"Lost in the Mines","Descent",2011-12-15
OCR02642,"Eternal Descent","Descent II",2013-04-23
OCR01410,"Revelation","Descent II",2005-10-01
OCR03002,"Hope Rising","Destiny",2014-10-16
OCR03049,"BUTTS","Detana!! TwinBee",2014-12-11
OCR02651,"Distortion HQ","Deus Ex",2013-05-06
OCR02656,"Human Soldier","Deus Ex",2013-05-10
OCR02658,"Ma Chérie Nicolette","Deus Ex",2013-05-10
OCR02997,"Neonature","Deus Ex",2014-09-30
OCR03222,"Only in Novels","Deus Ex",2015-09-22
OCR02955,"Sadevakio","Deus Ex",2014-08-13
OCR01914,"Siren Synapse","Deus Ex",2009-10-08
OCR02653,"The God Machine","Deus Ex",2013-05-06
OCR02650,"The Search for Ambrosia","Deus Ex",2013-05-06
OCR02657,"Adapt Evolve Survive","Deus Ex: Human Revolution",2013-05-10
OCR02652,"Tears in Rain","Deus Ex: Invisible War",2013-05-06
OCR00636,"Tristram Rock","Diablo",2001-10-11
OCR00129,"Wet Grass Inspired","Diablo",2000-09-30
OCR02794,"Diddy Kong Luau Party","Diddy Kong Racing",2013-12-09
OCR02398,"Samba Primata","Diddy Kong Racing",2012-03-10
OCR02072,"Shiva Nataraja","Diddy Kong Racing",2010-07-21
OCR00424,"Six Feet Under","Dig Dug",2001-09-14
OCR03164,"It's Okay, I Still Made Money","Divekick",2015-06-22
OCR01367,"Mix Dizz","Dizzy the Adventurer",2005-06-23
OCR02344,"Duel of the Apes","Donkey Kong",2011-12-06
OCR03315,"Mad Jack's Drop","Donkey Kong 64",2016-03-08
OCR02936,"A Different Kind of Peace","Donkey Kong Country",2014-07-17
OCR02488,"A Hint of Blue","Donkey Kong Country",2012-08-31
OCR00140,"Ambient Gemini","Donkey Kong Country",2000-10-12
OCR03439,"Aqua Wave","Donkey Kong Country",2016-10-19
OCR03290,"Aquatic Shrediance","Donkey Kong Country",2016-01-11
OCR03109,"Banish","Donkey Kong Country",2015-03-27
OCR03231,"Battle Aboard the Galleon","Donkey Kong Country",2015-09-30
OCR01242,"Beneath the Surface","Donkey Kong Country",2004-09-12
OCR00778,"Blue Vision","Donkey Kong Country",2002-09-17
OCR01307,"Chekan Winter","Donkey Kong Country",2005-02-04
OCR00486,"Christmas Cave","Donkey Kong Country",2001-12-23
OCR01293,"Clouded Mind and Ringing Ears","Donkey Kong Country",2004-12-30
OCR01256,"Cry of the Chasmal Critter Chain","Donkey Kong Country",2004-10-16
OCR02427,"Depth of the Deep","Donkey Kong Country",2012-04-30
OCR00399,"Diddy Evolution","Donkey Kong Country",2001-08-06
OCR01906,"Dolphin Ride","Donkey Kong Country",2009-09-22
OCR01822,"Flying with the Funk","Donkey Kong Country",2009-03-30
OCR02804,"Focus","Donkey Kong Country",2014-01-01
OCR01313,"Funky Monkey Love (Valentine Edit)","Donkey Kong Country",2005-02-14
OCR03327,"High Tide","Donkey Kong Country",2016-03-31
OCR01009,"Industrial Fear","Donkey Kong Country",2003-07-13
OCR00722,"Jungle Stomp","Donkey Kong Country",2002-07-28
OCR03457,"Kong's Final Swim","Donkey Kong Country",2016-11-30
OCR01759,"Lost in Jungle","Donkey Kong Country",2008-09-25
OCR01243,"Machina Anesthesia","Donkey Kong Country",2004-09-16
OCR02839,"Paralyzed","Donkey Kong Country",2014-02-21
OCR02736,"Percussion Hijinx","Donkey Kong Country",2013-09-07
OCR01806,"Permutation","Donkey Kong Country",2009-02-14
OCR00294,"Phear the Monkey","Donkey Kong Country",2001-03-10
OCR01632,"Riptide","Donkey Kong Country",2007-10-13
OCR00792,"Stray Donkey Strut","Donkey Kong Country",2002-09-28
OCR02633,"Submerged in Ambiance","Donkey Kong Country",2013-04-02
OCR01272,"Thrash the Plank","Donkey Kong Country",2004-11-21
OCR02017,"Welcome Home, DK","Donkey Kong Country",2010-04-06
OCR01244,"West Coast DK Island","Donkey Kong Country",2004-09-18
OCR02524,"Where's the Ocean, Andrew?","Donkey Kong Country",2012-11-05
OCR02003,"A New Place","Donkey Kong Country 2: Diddy's Kong Quest",2010-03-16
OCR03126,"All Aboard the Glitter Express","Donkey Kong Country 2: Diddy's Kong Quest",2015-05-02
OCR00980,"Assembly Line Apparitions","Donkey Kong Country 2: Diddy's Kong Quest",2003-05-04
OCR02943,"Beat the Woods","Donkey Kong Country 2: Diddy's Kong Quest",2014-07-30
OCR02002,"Beneath the Canopy","Donkey Kong Country 2: Diddy's Kong Quest",2010-03-15
OCR00494,"Brambles in the Breeze","Donkey Kong Country 2: Diddy's Kong Quest",2002-01-09
OCR02030,"Brambles Open Minds Like Bubbles","Donkey Kong Country 2: Diddy's Kong Quest",2010-05-04
OCR00562,"Brambly Rivers","Donkey Kong Country 2: Diddy's Kong Quest",2002-03-10
OCR02140,"Breathe Deep","Donkey Kong Country 2: Diddy's Kong Quest",2010-12-10
OCR02146,"Can't Stop the Hot-Head Bop","Donkey Kong Country 2: Diddy's Kong Quest",2010-12-17
OCR02082,"Castle Crescendo","Donkey Kong Country 2: Diddy's Kong Quest",2010-08-14
OCR02950,"Clouds Away","Donkey Kong Country 2: Diddy's Kong Quest",2014-08-05
OCR02005,"Dance of the Zinger","Donkey Kong Country 2: Diddy's Kong Quest",2010-03-16
OCR02870,"Dead Raggening","Donkey Kong Country 2: Diddy's Kong Quest",2014-04-14
OCR01138,"Forest Birdcussion","Donkey Kong Country 2: Diddy's Kong Quest",2004-03-11
OCR03220,"Forest Glade","Donkey Kong Country 2: Diddy's Kong Quest",2015-09-22
OCR01249,"From Within","Donkey Kong Country 2: Diddy's Kong Quest",2004-10-04
OCR00360,"Ghost of St. Helens","Donkey Kong Country 2: Diddy's Kong Quest",2001-06-05
OCR02134,"High Seas","Donkey Kong Country 2: Diddy's Kong Quest",2010-11-27
OCR02097,"How K. Rool Went Insane","Donkey Kong Country 2: Diddy's Kong Quest",2010-09-17
OCR02004,"It's a Jungle Out There!","Donkey Kong Country 2: Diddy's Kong Quest",2010-03-16
OCR01183,"KRool Intentions","Donkey Kong Country 2: Diddy's Kong Quest",2004-05-24
OCR01725,"Lanterns","Donkey Kong Country 2: Diddy's Kong Quest",2008-06-16
OCR01791,"Lava Dead Beat","Donkey Kong Country 2: Diddy's Kong Quest",2008-12-23
OCR03276,"Madcap Magma","Donkey Kong Country 2: Diddy's Kong Quest",2015-12-15
OCR00594,"Mechanical Swamp","Donkey Kong Country 2: Diddy's Kong Quest",2002-04-15
OCR02110,"Monkeys Disarm Their Kremlings","Donkey Kong Country 2: Diddy's Kong Quest",2010-10-14
OCR02245,"Monsoon in the Concrete Jungle","Donkey Kong Country 2: Diddy's Kong Quest",2011-05-26
OCR03203,"Ocean Lanterns","Donkey Kong Country 2: Diddy's Kong Quest",2015-09-03
OCR02103,"Old School","Donkey Kong Country 2: Diddy's Kong Quest",2010-09-29
OCR02101,"Party's Over Here","Donkey Kong Country 2: Diddy's Kong Quest",2010-09-27
OCR02007,"Rare Respite","Donkey Kong Country 2: Diddy's Kong Quest",2010-03-16
OCR02000,"Re-Skewed","Donkey Kong Country 2: Diddy's Kong Quest",2010-03-15
OCR00999,"Savage Seduction","Donkey Kong Country 2: Diddy's Kong Quest",2003-06-30
OCR03537,"Seagull Sonata","Donkey Kong Country 2: Diddy's Kong Quest",2017-05-01
OCR01276,"Set Sail","Donkey Kong Country 2: Diddy's Kong Quest",2004-11-27
OCR00687,"Simian Symphony: Part 1","Donkey Kong Country 2: Diddy's Kong Quest",2002-06-24
OCR02805,"Sinfonía del Sabio","Donkey Kong Country 2: Diddy's Kong Quest",2014-01-01
OCR02001,"Sturm und Kong","Donkey Kong Country 2: Diddy's Kong Quest",2010-03-15
OCR02080,"Swamp Gases","Donkey Kong Country 2: Diddy's Kong Quest",2010-08-09
OCR02095,"Tetanus","Donkey Kong Country 2: Diddy's Kong Quest",2010-09-15
OCR01546,"The Delay","Donkey Kong Country 2: Diddy's Kong Quest",2007-01-24
OCR02171,"The Forest That Never Sleeps","Donkey Kong Country 2: Diddy's Kong Quest",2011-01-27
OCR02107,"This Chase Is Haunted","Donkey Kong Country 2: Diddy's Kong Quest",2010-10-08
OCR02006,"Trapped in the Minds","Donkey Kong Country 2: Diddy's Kong Quest",2010-03-16
OCR01571,"Tricky Swamp Style","Donkey Kong Country 2: Diddy's Kong Quest",2007-04-22
OCR02078,"Us Monkeys Together","Donkey Kong Country 2: Diddy's Kong Quest",2010-08-06
OCR02846,"Aquatic Transformations","Donkey Kong Country 3",2014-03-07
OCR02679,"Arichnophobia","Donkey Kong Country 3",2013-06-18
OCR02552,"Beneath the Moonlight","Donkey Kong Country 3",2012-12-04
OCR03199,"Chasing Waterfalls","Donkey Kong Country 3",2015-09-03
OCR02550,"Corn-fed Kong","Donkey Kong Country 3",2012-12-03
OCR02639,"Cranky's Mojo","Donkey Kong Country 3",2013-04-16
OCR02612,"Footloose Falls","Donkey Kong Country 3",2013-02-22
OCR02548,"Sea Breeze Concerto","Donkey Kong Country 3",2012-12-03
OCR02538,"Spanish Jitters","Donkey Kong Country 3",2012-12-03
OCR02540,"Tangerine Fever","Donkey Kong Country 3",2012-12-03
OCR02546,"The Paper Chase","Donkey Kong Country 3",2012-12-03
OCR02543,"Thump Brothers","Donkey Kong Country 3",2012-12-03
OCR02541,"Bash the Bastards!","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2012-12-03
OCR02547,"Blast Beatdown","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2012-12-03
OCR02707,"Can't Boss Us Around (Robot Anarchists from Hell Mix)","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2013-07-25
OCR01802,"Claustrophobia","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2009-01-24
OCR02551,"Cliffside Clamber","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2012-12-03
OCR02542,"Epic Bananas","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2012-12-03
OCR02545,"Exploration C","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2012-12-03
OCR02549,"Intoxica","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2012-12-03
OCR02544,"Kingfisher's Stream","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2012-12-03
OCR02569,"mojo gogo","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2012-12-24
OCR03070,"Mountain's Wind","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2015-01-22
OCR03232,"My Monkey Drives a Maserati","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2015-09-30
OCR00823,"My Red Hot Pursuit","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2002-10-30
OCR02660,"Permafrost","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2013-05-16
OCR02980,"Shenanigans Bananigans","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2014-09-11
OCR02539,"The Submap Emissary","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2012-12-03
OCR02637,"Thrill of the Chase","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2013-04-09
OCR02654,"Water Warped","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2013-05-09
OCR02899,"Wonderfall","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2014-06-04
OCR02962,"Wrinkly's Nightcap","Donkey Kong Country 3: Dixie Kong's Double Trouble!",2014-08-25
OCR03194,"Windmill Advisory","Donkey Kong Country: Tropical Freeze",2015-08-20
OCR02661,"Banananaz","Donkey Kong Land",2013-05-17
OCR02945,"Banaqua","Donkey Kong Land",2014-07-31
OCR01519,"Revisiting the Ruins","Donkey Kong Land",2006-10-25
OCR03433,"Army Worthy of Phobos","Doom",2016-10-10
OCR01865,"Asphyxiated Soul","Doom",2009-07-03
OCR01098,"demonik elektronik","Doom",2004-01-08
OCR00231,"Doomed","Doom",2000-12-31
OCR01396,"Ghosts of Mars","Doom",2005-08-31
OCR03139,"Helljam","Doom",2015-05-28
OCR01431,"Jade Spawn","Doom",2005-11-21
OCR01385,"Purgatory","Doom",2005-08-05
OCR00740,"Synthetic Demon","Doom",2002-08-18
OCR01387,"The Dark Side of Phobos","Doom",2005-08-08
OCR01808,"31 Seconds","Doom II: Hell on Earth",2009-02-21
OCR00580,"Barrels of Fun","Doom II: Hell on Earth",2002-03-28
OCR00825,"Blood Bath","Doom II: Hell on Earth",2002-10-31
OCR01743,"Crushing Headache","Doom II: Hell on Earth",2008-08-16
OCR00754,"Gothic Sandy","Doom II: Hell on Earth",2002-08-28
OCR03449,"Helljam II","Doom II: Hell on Earth",2016-11-14
OCR01842,"Icon of Sinwave","Doom II: Hell on Earth",2009-05-11
OCR01646,"No Man Is an Island","Doom II: Hell on Earth",2007-11-14
OCR00987,"Oldskool Demon","Doom II: Hell on Earth",2003-05-20
OCR02915,"Opening to Hades","Doom II: Hell on Earth",2014-06-19
OCR01740,"Red Waltz","Doom II: Hell on Earth",2008-08-08
OCR01741,"Running from Evil Horde","Doom II: Hell on Earth",2008-08-08
OCR01894,"Silent Healer","Doom II: Hell on Earth",2009-08-19
OCR02483,"Fire Move","Doom Troopers: Mutant Chronicles",2012-08-23
OCR02984,"Skull-Head","Doom Troopers: Mutant Chronicles",2014-09-18
OCR03285,"Bimmy Whatchu Got","Double Dragon",2016-01-05
OCR00963,"Enter the Guru","Double Dragon",2003-04-04
OCR00847,"Hammer's Garage","Double Dragon",2002-11-17
OCR01745,"The Secrets of Sosetsuken","Double Dragon",2008-08-20
OCR01265,"Mean Streak on Main Street","Double Dragon II: The Revenge",2004-11-05
OCR03435,"Tag Team","Double Dragon II: The Revenge",2016-10-12
OCR01506,"Twin Blood","Double Dragon II: The Revenge",2006-09-16
OCR01351,"J! Groove","Double Dragon III: The Sacred Stones",2005-05-12
OCR03307,"Trouble in Japan","Double Dragon III: The Sacred Stones",2016-02-17
OCR03177,"A Doctor You Can Trust","Dr. Mario",2015-07-17
OCR01547,"Burning Up","Dr. Mario",2007-01-26
OCR00193,"Funky Pills","Dr. Mario",2000-12-04
OCR00341,"Blobby Blob Disco","Dr. Robotnik's Mean Bean Machine",2001-05-09
OCR01210,"Apocryphal","Dragon View",2004-07-05
OCR00479,"Dragon Hop","Dragon Warrior",2001-12-13
OCR00760,"Hail to the Throne","Dragon Warrior",2002-09-02
OCR00776,"Journey of Solitude","Dragon Warrior",2002-09-16
OCR01060,"Kingdom Come","Dragon Warrior",2003-10-25
OCR01744,"Overture Variations","Dragon Warrior",2008-08-18
OCR00660,"Thou Art a DJ","Dragon Warrior",2002-06-01
OCR00343,"Timeless","Dragon Warrior",2001-05-10
OCR00832,"Flight of Destiny","Dragon Warrior III",2002-11-06
OCR01281,"The Grief of Aktemto","Dragon Warrior IV",2004-12-07
OCR03234,"To Endor","Dragon Warrior IV",2015-10-05
OCR00238,"New Age","Dragonseeds",2001-01-07
OCR03279,"Ignus","Drakengard 3",2015-12-23
OCR03284,"Apollo Duck","DuckTales",2016-01-04
OCR01290,"Duck Blur","DuckTales",2004-12-23
OCR02360,"Ebbed Tides and Webbed Feet","DuckTales",2011-12-27
OCR01686,"Harden the Duck Up!","DuckTales",2008-02-26
OCR01096,"Moondust","DuckTales",2003-12-31
OCR00402,"The Amazon Session","DuckTales",2001-08-10
OCR02120,"All Outta Gum","Duke Nukem 3D",2010-10-31
OCR03507,"Nostalgic Dump","Duke Nukem 3D",2017-03-04
OCR00060,"Arrakis (Wormsign Mix)","Dune",2000-05-26
OCR03063,"Big Donut-Slammin' Moe","Dungeonmans",2015-01-12
OCR03066,"Eye of the Beeholder","Dungeonmans",2015-01-16
OCR03273,"Tibetan Tussle","Dungeonmans",2015-12-11
OCR02371,"Trouble Brewin'","Dynamite Headdy",2012-01-17
OCR02985,"Zenpyo!","Dynamite Headdy",2014-09-18
OCR00960,"Evolutionary Means","E.V.O.: Search for Eden",2003-03-29
OCR03436,"Battle Against a Malignant & Repugnant Opponent","EarthBound",2016-10-13
OCR01371,"Battling Organs","EarthBound",2005-07-04
OCR01541,"Brainshock","EarthBound",2007-01-06
OCR00984,"Bus!","EarthBound",2003-05-12
OCR01424,"Da Black Market","EarthBound",2005-11-02
OCR01716,"Dialima tu Kafé","EarthBound",2008-05-21
OCR01234,"Dreaming on Distant Shores","EarthBound",2004-08-20
OCR01091,"Funky Bookas","EarthBound",2003-12-24
OCR01545,"Home Again","EarthBound",2007-01-21
OCR00526,"Hotel Rhumba (I Want to Go Home)","EarthBound",2002-02-06
OCR01483,"Nirvana","EarthBound",2006-06-11
OCR03088,"Nocturne for Paula","EarthBound",2015-02-14
OCR03534,"Piano Meets Girl","EarthBound",2017-04-26
OCR02559,"Practicing Retrocognition","EarthBound",2012-12-13
OCR01938,"Psi Piano Omega","EarthBound",2009-11-21
OCR01439,"Red Blue Sanctuary","EarthBound",2005-12-18
OCR00658,"Rings of Saturn Valley","EarthBound",2002-05-29
OCR01469,"See Sixty Funk","EarthBound",2006-04-10
OCR01423,"SnowBound","EarthBound",2005-10-31
OCR00123,"Sound Stone (C Major)","EarthBound",2000-09-26
OCR02359,"The Great Blizzard of '9X","EarthBound",2011-12-25
OCR01427,"Twoson Hits the Road","EarthBound",2005-11-06
OCR01449,"Unleashed! The Large-Hearted Scientist Boy (and the Magical Monkey)","EarthBound",2006-01-29
OCR00449,"Venus-Signed Banana Peel","EarthBound",2001-10-25
OCR01651,"Zombie Lounge","EarthBound",2007-11-28
OCR01568,"Acrophobia","Earthworm Jim",2007-04-14
OCR03309,"Glow Worm Jim","Earthworm Jim 2",2016-02-25
OCR01277,"Invertebrate Retreat","Earthworm Jim 2",2004-11-30
OCR00766,"Wormaphobic Disorder","Earthworm Jim 2",2002-09-07
OCR00524,"Broken Machine","Ecco the Dolphin",2002-02-02
OCR00003,"Dorsal Dub","Ecco the Dolphin",2000-02-09
OCR01261,"Eternal Abyss","Ecco the Dolphin",2004-10-31
OCR03019,"A Derelict Machine","Ecco: The Tides of Time",2014-11-10
OCR02021,"Another Seascape","Ecco: The Tides of Time",2010-04-14
OCR02460,"Hypnotica","Ecco: The Tides of Time",2012-06-26
OCR01013,"Drift","Ecco: The Tides of Time",2003-07-25
OCR01852,"The World's Smallest Giant","Ecco: The Tides of Time",2009-06-02
OCR01389,"Fury of Medusa","Ecco: The Tides of Time",2005-08-16
OCR01018,"Medusa Mix","Ecco: The Tides of Time",2003-08-06
OCR01997,"Waves of Stone","Ecco: The Tides of Time",2010-03-14
OCR00926,"Waztelands","Einhänder",2003-02-13
OCR02415,"Flaming Hearts","Elemental Master",2012-04-09
OCR00670,"Metal Monkey","Escape from Monkey Island",2002-06-09
OCR01668,"Immortal Souls","Eternal Champions",2008-01-04
OCR01497,"Perpetual Motion","Eternal Champions",2006-07-19
OCR01137,"G-Storm","Extreme-G",2004-03-11
OCR02598,"The Myth of Darkmoon","Eye of the Beholder II: The Legend of Darkmoon",2013-02-03
OCR00595,"Blue Vacation","F-Zero",2002-04-15
OCR01786,"Eat Your Own Dust","F-Zero",2008-12-06
OCR00061,"Mute Radiology","F-Zero",2000-06-07
OCR00285,"Muted Skyline","F-Zero",2001-02-24
OCR01143,"Silent Progression","F-Zero",2004-03-20
OCR01494,"The Flood Plain","F-Zero",2006-07-09
OCR01672,"The Freedom of Zero","F-Zero",2008-01-12
OCR01467,"Voices Broken","F-Zero",2006-04-05
OCR01887,"Beyond Velocity","F-Zero GX",2009-08-04
OCR01023,"Beyond Lightspeed","F-Zero X Expansion Kit",2003-08-14
